,Restaurant,Location,City,Cuisines,Average_Cost,Minimum_Order,Rating,Votes,Reviews,Delivery_Time
10471,ID_7437,Delhi Cantt.,Delhi,"North Indian, Chinese",250,50,-,-,-,30
10472,ID_4873,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,150,50,NEW,-,-,30
10473,ID_1980,Delhi Cantt.,Delhi,"Pizza, Fast Food",200,50,3.1,15,4,30
10474,ID_1946,"Sector 1, Noida",Noida,"Continental, Thai, Italian, Salad",350,50,3.9,1298,450,65
10475,ID_7053,"MG Road, Pune",Pune,"Italian, Mexican, Salad, Beverages",200,50,NEW,-,-,30
10476,ID_7381,"Delhi Administration Flats, Timarpur",Delhi,North Indian,200,50,3.2,109,18,65
10477,ID_1557,"Moulali, Kolkata",Kolkata,"Sandwich, Fast Food",100,50,3.7,36,11,65
10478,ID_1783,"MG Road, Pune",Pune,Ice Cream,50,50,3.3,10,-,30
10479,ID_4070,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Chinese",200,50,3.8,18,11,30
10480,ID_1182,"Sandhurst Road, Mumbai CST Area",Mumbai,"Fast Food, American",250,50,3.7,52,33,30
10481,ID_8099,Mumbai Central,Mumbai,"Italian, Fast Food, Mexican, Chinese",350,50,3.8,1719,664,45
10482,ID_15,"FTI College, Law College Road, Pune",Pune,Fast Food,100,50,3.2,7,1,30
10483,ID_1815,"Nathan Road, Mangaldas Road, Pune",Pune,"Continental, North Indian, Asian, Pizza",800,50,4.3,2896,1967,45
10484,ID_7791,"D-Block, Sector 63, Noida",Noida,"Chinese, North Indian",200,50,2.6,21,5,45
10485,ID_3372,"Noorkhan Bazaar, Malakpet, Hyderabad",Hyderabad,North Indian,100,50,NEW,-,-,30
10486,ID_6355,"FTI College, Law College Road, Pune",Pune,"Biryani, North Indian, Desserts",200,50,3.2,20,5,30
10487,ID_5820,"MG Road, Pune",Pune,"North Indian, Chinese, Continental, Salad",550,50,4.3,2618,1246,65
10488,ID_2081,"Sandhurst Road, Mumbai CST Area",Mumbai,"Fast Food, North Indian, Chinese",500,50,3.6,77,23,30
10489,ID_401,Delhi Cantt.,Delhi,"North Indian, South Indian, Fast Food, Beverages",200,50,-,-,-,30
10490,ID_1192,"MG Road, Pune",Pune,"North Indian, Chinese, Fast Food",150,50,3.6,63,36,45
10491,ID_365,"Musi Nagar, Malakpet, Hyderabad",Hyderabad,"South Indian, Fast Food",100,99,3.8,418,30,45
10492,ID_2443,"Delhi High Court, India Gate",Delhi,"American, Continental, Italian, Bakery",800,300,3.9,587,323,45
10493,ID_6348,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, South Indian",100,50,2.7,60,25,45
10494,ID_3802,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,Beverages,100,50,3.3,53,6,30
10495,ID_7423,"Delhi Administration Flats, Timarpur",Delhi,"Chinese, Asian",300,50,4.3,230,141,30
10496,ID_4105,"Sector 1, Noida",Noida,"North Indian, Biryani, Rolls",200,50,3.3,5,2,30
10497,ID_8328,"MG Road, Pune",Pune,Fast Food,200,50,3.6,103,48,30
10498,ID_2542,Delhi Cantt.,Delhi,"Mexican, Italian",200,50,-,-,-,30
10499,ID_313,Pune University,Pune,"North Indian, Mughlai, Chinese, Seafood",200,99,3.7,252,63,45
10500,ID_536,"D-Block, Sector 63, Noida",Noida,"North Indian, Continental, Chinese",150,50,3.8,17,14,30
10501,ID_8081,Delhi University-GTB Nagar,Delhi,"North Indian, Chinese, Mughlai, Rolls, Kebab",200,50,3.9,280,108,30
10502,ID_2911,"D-Block, Sector 63, Noida",Noida,"Bakery, Fast Food, Sandwich, Italian, Continental, Beverages, Desserts, Cafe",100,50,3.8,80,71,30
10503,ID_4552,Pune University,Pune,"Thai, Chinese, Japanese, Momos, Salad, Vietnamese, Malaysian",800,50,4.4,591,318,45
10504,ID_7002,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Biryani, Chinese",200,99,3.3,203,18,65
10505,ID_1056,"Chandni Chowk, Kolkata",Kolkata,"Fast Food, Street Food, North Indian",150,50,3.9,251,105,65
10506,ID_150,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"North Indian, Chinese",100,99,3.8,320,82,65
10507,ID_8240,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Mughlai",250,99,4.0,551,310,45
10508,ID_2520,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Arabian, Mughlai, Biryani, North Indian, Chinese, Seafood, Beverages",400,50,4.1,1508,499,30
10509,ID_7592,"Sector 1, Noida",Noida,"Burger, Fast Food, Beverages",150,99,4.1,152,90,30
10510,ID_5416,Pune University,Pune,"Italian, Continental, Salad",550,50,4.0,848,536,45
10511,ID_5216,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Chinese, Fast Food, South Indian",200,50,3.6,67,29,30
10512,ID_8175,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,150,50,3.7,65,30,30
10513,ID_3676,"MG Road, Pune",Pune,Biryani,200,50,4.0,-,-,30
10514,ID_4725,Pune University,Pune,Fast Food,200,50,3.7,105,58,30
10515,ID_7438,"D-Block, Sector 63, Noida",Noida,"North Indian, Mughlai, Asian, Salad",600,50,4.1,1159,710,65
10516,ID_4145,"Moulali, Kolkata",Kolkata,"North Indian, South Indian",200,50,3.4,37,22,30
10517,ID_6910,Delhi University-GTB Nagar,Delhi,"North Indian, Fast Food",150,50,3.6,29,11,30
10518,ID_1617,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Healthy Food, Beverages",250,50,NEW,-,-,30
10519,ID_6730,"Sector 63A,Gurgaon",Gurgaon,"Mithai, Street Food, North Indian",100,50,3.4,29,8,30
10520,ID_4710,"FTI College, Law College Road, Pune",Pune,Fast Food,150,50,3.7,88,13,45
10521,ID_5441,"Nathan Road, Mangaldas Road, Pune",Pune,Mithai,100,50,3.8,67,13,30
10522,ID_1952,"Sector 3, Marathalli",Bangalore,"Andhra, North Indian, Biryani",150,99,3.0,77,28,45
10523,ID_4692,"Delhi Administration Flats, Timarpur",Delhi,Chinese,100,50,-,-,-,30
10524,ID_6487,Mumbai Central,Mumbai,Fast Food,150,50,3.9,106,16,30
10525,ID_2679,"Sector 1, Noida",Noida,"Chinese, Fast Food, Desserts",150,50,3.4,13,4,30
10526,ID_1726,"Sandhurst Road, Mumbai CST Area",Mumbai,"Mughlai, Chinese, North Indian",400,50,4.0,723,426,65
10527,ID_1578,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Mughlai, Chinese",300,50,3.9,381,207,65
10528,ID_8050,"Sector 14, Noida",Noida,"Cafe, Fast Food, Beverages",200,50,3.9,254,154,45
10529,ID_1939,Delhi Cantt.,Delhi,"Pizza, Fast Food",250,50,NEW,-,-,30
10530,ID_2846,Pune University,Pune,"Fast Food, Street Food",100,50,3.4,90,40,45
10531,ID_8571,"FTI College, Law College Road, Pune",Pune,"Desserts, Ice Cream",100,50,4.1,22,15,30
10532,ID_5227,Delhi University-GTB Nagar,Delhi,Desserts,100,50,3.8,41,25,30
10533,ID_3640,Delhi Cantt.,Delhi,"Pizza, Fast Food",200,50,3.8,65,21,45
10534,ID_3592,"D-Block, Sector 63, Noida",Noida,Pizza,200,50,3.0,8,-,30
10535,ID_6160,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",100,50,3.1,6,3,30
10536,ID_4880,"Sector 1, Noida",Noida,"Bakery, Desserts, Fast Food",200,99,4.0,363,228,45
10537,ID_6891,Delhi University-GTB Nagar,Delhi,Fast Food,100,50,3.5,23,5,30
10538,ID_8431,"Sector 1, Noida",Noida,"Chinese, Asian, Sushi",300,50,3.4,242,193,65
10539,ID_3918,"MG Road, Pune",Pune,"North Indian, Mughlai",300,50,2.6,42,26,30
10540,ID_8040,"Sector 3, Marathalli",Bangalore,"Chinese, Thai, Seafood",250,50,-,-,-,30
10541,ID_7529,Delhi Cantt.,Delhi,Bakery,100,50,3.0,5,3,30
10542,ID_4741,"Sandhurst Road, Mumbai CST Area",Mumbai,"North Indian, Seafood, Fast Food, Continental, Chinese, Desserts, Mughlai",400,99,3.5,550,263,80
10543,ID_8312,"Delhi Administration Flats, Timarpur",Delhi,North Indian,200,50,-,-,-,30
10544,ID_6520,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, Continental, Chinese",400,50,3.8,733,222,30
10545,ID_2831,Pune University,Pune,"North Indian, Chinese",200,50,3.1,5,-,30
10546,ID_3970,"FTI College, Law College Road, Pune",Pune,"Burger, Fast Food",200,99,3.3,591,133,45
10547,ID_7142,"Nathan Road, Mangaldas Road, Pune",Pune,"Cafe, Coffee, Tea, Desserts",300,50,4.5,1322,606,30
10548,ID_4893,"Moulali, Kolkata",Kolkata,"North Indian, Fast Food",150,50,3.4,38,20,45
10549,ID_3894,Delhi University-GTB Nagar,Delhi,Chinese,100,50,3.1,9,-,45
10550,ID_5558,Pune University,Pune,"Cafe, Italian, Bakery",350,50,3.9,527,232,45
10551,ID_1792,"Hyderabad Public School, Begumpet",Hyderabad,"South Indian, North Indian, Chinese",250,50,4.1,835,389,45
10552,ID_4021,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Chinese, Mughlai",150,50,3.7,296,152,65
10553,ID_7303,"MG Road, Pune",Pune,"Bakery, Desserts",100,50,3.4,28,16,45
10554,ID_1958,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,North Indian,150,50,-,-,-,30
10555,ID_5538,"Nathan Road, Mangaldas Road, Pune",Pune,"North Indian, Beverages",100,50,2.7,6,4,30
10556,ID_217,"Sector 14, Noida",Noida,North Indian,100,50,3.1,6,-,30
10557,ID_3405,"Yerawada, Pune, Maharashtra",Pune,"Chinese, North Indian",200,50,3.2,19,3,30
10558,ID_2057,"Sandhurst Road, Mumbai CST Area",Mumbai,"Desserts, Bakery",100,50,4.0,58,44,80
10559,ID_2107,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"North Indian, Biryani",150,50,3.8,32,7,30
10560,ID_6157,Mumbai Central,Mumbai,"Italian, Mexican",600,50,3.9,1387,737,45
10561,ID_3629,"Dockyard Road, Mumbai CST Area",Mumbai,"North Indian, South Indian, Continental, Mediterranean, Lebanese, Desserts, Beverages",200,50,3.2,9,8,30
10562,ID_8009,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Chinese",200,50,NEW,-,-,30
10563,ID_6732,Delhi University-GTB Nagar,Delhi,North Indian,100,50,NEW,-,-,30
10564,ID_5880,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Fast Food, North Indian, Momos",200,50,3.4,264,46,45
10565,ID_2271,"Delhi Administration Flats, Timarpur",Delhi,"Mughlai, North Indian, Chinese",250,50,3.5,31,14,30
10566,ID_6075,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Fast Food, North Indian, Mughlai",200,50,3.6,15,5,30
10567,ID_492,"Babarpur, New Delhi, Delhi",Delhi,Bakery,150,50,3.6,33,8,30
10568,ID_4399,"D-Block, Sector 63, Noida",Noida,"Mughlai, North Indian",200,50,4.2,425,150,65
10569,ID_8042,"Yerawada, Pune, Maharashtra",Pune,Fast Food,150,50,NEW,-,-,30
10570,ID_259,"Nathan Road, Mangaldas Road, Pune",Pune,"Mughlai, North Indian",200,50,3.5,83,12,45
10571,ID_8218,"D-Block, Sector 63, Noida",Noida,"Bakery, Desserts",100,99,3.6,28,15,65
10572,ID_7977,"Babarpur, New Delhi, Delhi",Delhi,"Fast Food, Chinese",100,50,NEW,-,-,30
10573,ID_221,Majestic,Bangalore,"South Indian, North Indian, Street Food",200,50,4.0,938,492,20
10574,ID_8500,"Sector 3, Marathalli",Bangalore,"North Indian, South Indian",100,50,-,-,-,30
10575,ID_6462,"Sector 63A,Gurgaon",Gurgaon,"Burger, Fast Food",300,199,4.1,955,515,45
10576,ID_7943,"D-Block, Sector 63, Noida",Noida,"Fast Food, Rolls, North Indian, Beverages",200,50,4.0,715,189,45
10577,ID_5535,Mumbai Central,Mumbai,"North Indian, Chinese, Mughlai",350,50,3.3,18,10,30
10578,ID_3241,Delhi Cantt.,Delhi,"American, Burger, Sandwich, Juices, Beverages",100,50,3.8,-,-,30
10579,ID_8473,Mumbai Central,Mumbai,"Chinese, Asian, Momos",150,50,3.7,991,558,45
10580,ID_7121,"Sector 3, Marathalli",Bangalore,"South Indian, North Indian",150,50,-,-,-,30
10581,ID_5538,"FTI College, Law College Road, Pune",Pune,"North Indian, Beverages",100,50,2.7,6,4,30
10582,ID_3180,"Sector 1, Noida",Noida,"North Indian, South Indian, Chinese, Mithai",200,99,3.7,181,34,45
10583,ID_2192,"Rmz Centennial, I Gate, Whitefield",Bangalore,North Indian,200,50,3.6,20,16,30
10584,ID_3897,"BTM Layout 1, Electronic City",Bangalore,"Kerala, Chinese, South Indian, North Indian",300,50,3.7,65,25,30
10585,ID_2011,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Chinese",150,50,3.4,6,5,30
10586,ID_7822,"D-Block, Sector 63, Noida",Noida,North Indian,200,50,NEW,-,-,30
10587,ID_2588,Pune University,Pune,"Street Food, Fast Food, Pizza",200,50,4.2,61,44,30
10588,ID_7934,"D-Block, Sector 63, Noida",Noida,"Pizza, Fast Food",100,50,3.7,455,166,45
10589,ID_6679,Pune University,Pune,Fast Food,150,50,2.9,42,11,30
10590,ID_112,"Delhi Administration Flats, Timarpur",Delhi,"Italian, Fast Food, Steak",250,50,3.4,12,6,45
10591,ID_228,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,200,50,3.3,17,12,30
10592,ID_2975,"MG Road, Pune",Pune,"Sandwich, Burger, Fast Food",250,50,3.1,4,1,30
10593,ID_1454,"Sector 14, Noida",Noida,"Cafe, Fast Food, Beverages, Desserts, Tea",200,50,3.8,58,33,45
10594,ID_8335,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,"Street Food, Biryani, North Indian, Chinese",100,99,3.7,1033,39,45
10595,ID_4700,"D-Block, Sector 63, Noida",Noida,"Healthy Food, Salad, Italian, Chinese",350,50,3.9,153,67,45
10596,ID_3372,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,North Indian,100,50,NEW,-,-,30
10597,ID_4998,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,North Indian,200,50,3.4,37,15,30
10598,ID_1844,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,South Indian,100,50,3.6,75,3,45
10599,ID_7588,"Sector 1, Noida",Noida,Fast Food,200,50,-,-,-,30
10600,ID_7144,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Chinese, Continental",100,50,3.5,37,13,30
10601,ID_5538,"Babarpur, New Delhi, Delhi",Delhi,"North Indian, Beverages",100,50,3.0,-,-,30
10602,ID_5174,Delhi University-GTB Nagar,Delhi,North Indian,150,50,3.4,62,17,30
10603,ID_6314,Pune University,Pune,Fast Food,100,50,3.2,6,3,30
10604,ID_6255,Mumbai Central,Mumbai,"Iranian, North Indian, Mughlai, Chinese, Bakery",400,50,3.8,197,90,45
10605,ID_5650,"Sector 63A,Gurgaon",Gurgaon,"Pizza, Italian, Mexican",300,50,NEW,-,-,30
10606,ID_3733,"Sandhurst Road, Mumbai CST Area",Mumbai,"Fast Food, North Indian",200,50,3.2,11,2,30
10607,ID_1389,"FTI College, Law College Road, Pune",Pune,"Fast Food, Desserts",200,50,3.7,168,109,45
10608,ID_2323,"Tejas Nagar Colony, Wadala West, Mumbai",Mumbai,South Indian,150,50,-,-,-,30
10609,ID_6650,Majestic,Bangalore,Chinese,250,50,3.5,15,9,30
10610,ID_1293,"FTI College, Law College Road, Pune",Pune,"Sandwich, Fast Food",200,50,3.5,11,6,30
10611,ID_5487,"FTI College, Law College Road, Pune",Pune,"Maharashtrian, Biryani",200,50,3.4,100,23,30
10612,ID_179,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"South Indian, North Indian, Chinese, Street Food",150,50,3.8,603,262,30
10613,ID_1162,"Dockyard Road, Mumbai CST Area",Mumbai,"Chinese, Asian, Thai, Vietnamese, Momos",350,50,4.0,75,58,30
10614,ID_3362,Majestic,Bangalore,"South Indian, North Indian, Chinese, Street Food, Juices",200,50,3.9,386,154,30
10615,ID_4240,"Tiretti, Kolkata",Kolkata,Fast Food,100,50,-,-,-,30
10616,ID_1025,"Sector 3, Marathalli",Bangalore,"Bengali, Fast Food",50,50,3.4,7,5,30
10617,ID_1209,"FTI College, Law College Road, Pune",Pune,"Cafe, Beverages, Sandwich, Fast Food",250,50,2.5,58,29,45
10618,ID_720,Delhi University-GTB Nagar,Delhi,"Biryani, North Indian, Mughlai",300,99,4.1,598,164,45
10619,ID_3416,"MG Road, Pune",Pune,"Seafood, Maharashtrian, Konkan",250,50,3.6,95,36,30
10620,ID_4135,"Chandni Chowk, Kolkata",Kolkata,"Bakery, Desserts, Fast Food",250,50,4.1,176,94,30
10621,ID_6785,"Nathan Road, Mangaldas Road, Pune",Pune,Fast Food,100,50,3.8,73,36,30
10622,ID_3624,"Delhi High Court, India Gate",Delhi,"Cafe, Fast Food",200,50,3.6,38,30,30
10623,ID_7381,Delhi University-GTB Nagar,Delhi,North Indian,200,50,3.2,109,18,65
10624,ID_5473,"Sector 1, Noida",Noida,"Mithai, Beverages",200,50,3.5,23,8,30
10625,ID_7484,"Sector 1, Noida",Noida,"North Indian, Mughlai, Chinese",100,50,3.5,133,52,30
10626,ID_2745,Majestic,Bangalore,"Biryani, Kebab",100,99,3.9,177,16,65
10627,ID_5896,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese",150,50,-,-,-,30
10628,ID_5926,"Delhi Administration Flats, Timarpur",Delhi,"North Indian, Mughlai",200,50,3.8,101,24,45
10629,ID_6642,Mumbai Central,Mumbai,Fast Food,100,50,3.4,18,2,45
10630,ID_6813,"FTI College, Law College Road, Pune",Pune,"Maharashtrian, Mithai",150,50,-,-,-,30
10631,ID_5636,"D-Block, Sector 63, Noida",Noida,"North Indian, Biryani",300,50,3.5,45,9,45
10632,ID_993,"Sector 63A,Gurgaon",Gurgaon,"Beverages, Desserts, Fast Food",200,50,4.0,166,84,45
10633,ID_5872,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"North Indian, Chinese",300,50,3.6,51,17,30
10634,ID_683,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Arabian, Afghan, Chinese, North Indian",200,50,3.8,22,9,30
10635,ID_5409,"Dockyard Road, Mumbai CST Area",Mumbai,"Pizza, Fast Food",250,50,4.2,84,62,30
10636,ID_4828,Mumbai Central,Mumbai,"Momos, Fast Food, Tea",150,50,3.3,14,7,30
10637,ID_2422,"D-Block, Sector 63, Noida",Noida,Fast Food,300,50,3.7,53,37,45
10638,ID_6422,"D-Block, Sector 63, Noida",Noida,"North Indian, Chinese, Mughlai",150,50,3.3,26,6,30
10639,ID_4402,"Sector 14, Noida",Noida,"Rolls, Fast Food, Chinese, North Indian",150,50,3.8,252,129,30
10640,ID_6556,Majestic,Bangalore,"Desserts, Sandwich, Pizza, Burger",100,50,3.4,11,2,30
10641,ID_4562,"Nathan Road, Mangaldas Road, Pune",Pune,"Asian, Chinese, Thai, Beverages, Desserts",250,50,3.7,41,26,45
10642,ID_6232,"Rmz Centennial, I Gate, Whitefield",Bangalore,"Fast Food, Chinese, Rolls",100,50,3.7,91,40,45
10643,ID_2776,"Sector 14, Noida",Noida,"North Indian, Biryani",50,50,NEW,-,-,30
10644,ID_1740,"Sector 63A,Gurgaon",Gurgaon,Mexican,150,50,NEW,-,-,30
10645,ID_8609,"Sector 1, Noida",Noida,"North Indian, Hyderabadi",200,50,2.8,6,4,30
10646,ID_4623,Pune University,Pune,Paan,50,50,-,-,-,30
10647,ID_6228,Majestic,Bangalore,"Rolls, Fast Food, Beverages",100,50,3.9,84,30,30
10648,ID_6234,"D-Block, Sector 63, Noida",Noida,"Rolls, Fast Food, Beverages",200,50,3.7,-,-,30
10649,ID_3759,"MG Road, Pune",Pune,"Juices, Beverages, Healthy Food",100,50,3.5,24,17,30
10650,ID_6253,"FTI College, Law College Road, Pune",Pune,"Fast Food, South Indian",200,50,4.1,865,366,30
10651,ID_1251,"Sector 1, Noida",Noida,Fast Food,200,50,-,-,-,30
10652,ID_3272,Delhi Cantt.,Delhi,"North Indian, Chinese",200,50,2.8,5,3,30
10653,ID_5571,"Chatta Bazaar, Malakpet, Hyderabad",Hyderabad,"North Indian, Mughlai, Lebanese",150,50,3.4,190,10,30
10654,ID_1611,"Delhi High Court, India Gate",Delhi,"Rolls, North Indian, Afghan",100,50,-,-,-,30
10655,ID_2361,"Delhi High Court, India Gate",Delhi,"North Indian, Mughlai",250,50,3.7,101,32,45
10656,ID_495,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"North Indian, Chinese",250,50,3.8,78,49,30
10657,ID_4394,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,Mughlai,200,50,3.6,41,30,30
10658,ID_6293,"Sector 14, Noida",Noida,"North Indian, Chinese, Fast Food",150,50,-,-,-,30
10659,ID_1981,Delhi University-GTB Nagar,Delhi,"Italian, Pizza",150,50,2.9,52,19,45
10660,ID_8266,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,50,50,3.9,97,17,65
10661,ID_7850,"FTI College, Law College Road, Pune",Pune,"North Indian, Chinese, Fast Food, Pizza, Juices",200,50,3.6,109,55,45
10662,ID_2530,"Dockyard Road, Mumbai CST Area",Mumbai,"Fast Food, Lebanese",200,50,NEW,-,-,30
10663,ID_1287,"Sector 1, Noida",Noida,"Cafe, Pizza, Chinese",200,50,3.4,18,6,30
10664,ID_842,"Laxman Vihar Industrial Area, Sector 3A, Gurgoan",Gurgaon,"Mithai, North Indian, South Indian, Chinese",200,50,3.6,85,17,30
10665,ID_3246,Delhi University-GTB Nagar,Delhi,North Indian,100,50,3.5,28,8,30
10666,ID_5272,"D-Block, Sector 63, Noida",Noida,North Indian,150,50,NEW,-,-,30
10667,ID_6185,"Sector 14, Noida",Noida,"North Indian, Mughlai, Chinese",500,50,3.7,152,61,45
10668,ID_7801,"Yerawada, Pune, Maharashtra",Pune,"Burger, Pizza, Fast Food",200,0,3.3,-,-,30
10669,ID_1621,"Gora Bazar, Rajbari, North Dumdum, Kolkata",Kolkata,"South Indian, Continental",200,50,4.5,429,275,65
10670,ID_330,"Sector 1, Noida",Noida,"North Indian, Chinese",100,50,-,-,-,30
10671,ID_7010,"FTI College, Law College Road, Pune",Pune,Fast Food,100,50,3.3,9,7,30
10672,ID_6305,Delhi Cantt.,Delhi,Street Food,50,50,3.8,30,3,30
10673,ID_5726,"Babarpur, New Delhi, Delhi",Delhi,"Pizza, Fast Food",150,50,3.3,8,3,30
10674,ID_5824,Delhi University-GTB Nagar,Delhi,Chinese,100,50,NEW,-,-,30
10675,ID_8026,"FTI College, Law College Road, Pune",Pune,"Street Food, Fast Food",150,50,3.3,12,4,30
10676,ID_610,"Dockyard Road, Mumbai CST Area",Mumbai,"Bakery, Desserts, Fast Food",200,50,3.4,75,30,30
10677,ID_5551,Delhi University-GTB Nagar,Delhi,North Indian,100,50,3.7,97,82,30
10678,ID_545,"Sector 63A,Gurgaon",Gurgaon,"North Indian, Awadhi",300,50,3.4,148,90,65
10679,ID_3025,"MG Road, Pune",Pune,"North Indian, Chinese, Fast Food, Mughlai",400,50,3.8,98,46,45
10680,ID_738,"Delhi High Court, India Gate",Delhi,"North Indian, Street Food, South Indian, Chinese, Mithai",200,50,3.8,343,214,30
10681,ID_6534,"Sector 1, Noida",Noida,North Indian,200,50,3.3,19,6,30
10682,ID_5393,"Raja Bazar, Kolkata",Kolkata,"South Indian, Continental, Fast Food",300,99,3.9,232,105,65
10683,ID_2580,"Delhi High Court, India Gate",Delhi,"North Indian, Chinese, South Indian, Fast Food",200,50,2.8,29,14,45
10684,ID_3186,"Tiretti, Kolkata",Kolkata,"Sandwich, Fast Food, Beverages",100,50,NEW,-,-,30
10685,ID_2843,"Delhi High Court, India Gate",Delhi,"North Indian, Biryani",200,50,NEW,-,-,30
10686,ID_5640,"FTI College, Law College Road, Pune",Pune,North Indian,200,50,3.9,31,8,30
10687,ID_3803,"Sector 1, Noida",Noida,"Chinese, Fast Food",200,50,2.8,267,46,45
10688,ID_2233,"Tiretti, Kolkata",Kolkata,"Italian, North Indian",100,50,3.4,20,5,30
10689,ID_1301,"Sector 1, Noida",Noida,"Cafe, Fast Food",200,50,3.6,36,22,30
10690,ID_7295,"FTI College, Law College Road, Pune",Pune,"Bakery, Desserts, Ice Cream",150,50,4.1,77,45,45
10691,ID_6740,Majestic,Bangalore,"North Indian, South Indian, Chinese",150,50,3.5,30,7,45
10692,ID_7544,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Desserts, Beverages, Ice Cream",150,50,3.6,171,66,45
10693,ID_4464,"Panjetan Colony, Malakpet, Hyderabad",Hyderabad,South Indian,100,50,3.3,7,-,45
10694,ID_2141,"D-Block, Sector 63, Noida",Noida,North Indian,200,50,-,-,-,30
10695,ID_5952,"Sector 3, Marathalli",Bangalore,"Beverages, Desserts",150,50,-,-,-,30
10696,ID_3779,"Raja Bazar, Kolkata",Kolkata,"Beverages, Juices, Fast Food",100,50,3.6,31,15,30
10697,ID_8222,"Mico Layout, Stage 2, BTM Layout,Bangalore",Bangalore,"Burger, Fast Food, Beverages",250,50,3.9,134,56,30
10698,ID_8466,"D-Block, Sector 63, Noida",Noida,"North Indian, Continental",200,50,3.3,8,8,30
10699,ID_5308,"Rmz Centennial, I Gate, Whitefield",Bangalore,"North Indian, Healthy Food, Beverages",200,50,4.2,233,162,45
10700,ID_1717,"Dockyard Road, Mumbai CST Area",Mumbai,Chinese,150,50,NEW,-,-,30
10701,ID_2325,"Sandhurst Road, Mumbai CST Area",Mumbai,"South Indian, Street Food",150,50,3.4,63,22,45
